"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","EUEEAUK_21","EU/EEA (with UK until 2019)",5.315923000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","FI","Finland",13.830184360,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","FR","France",9.291507780,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","HU","Hungary",1.057384510,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","IE","Ireland",9.147675310,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","IS","Iceland",11.631577270,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","IT","Italy",1.070050040,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","LT","Lithuania",0.311390060,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","LU","Luxembourg",0.376479890,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","LV","Latvia",2.446297810,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","MT","Malta",2.731931400,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","NL","Netherlands",15.094738240,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","NO","Norway",15.461638300,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","PL","Poland",0.928601720,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","RO","Romania",0.443016550,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","SE","Sweden",13.708633440,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","SI","Slovenia",12.139751370,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","SK","Slovakia",1.098260710,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2011","UK","United Kingdom",6.033273620,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","AT","Austria",2.661314900,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","BG","Bulgaria",-,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","CY","Cyprus",2.416372030,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","CZ","Czechia",3.162047690,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","DK","Denmark",15.225518720,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","EE","Estonia",1.423877220,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","EL","Greece",0.369190480,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","ES","Spain",5.850007950,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","EUEEA30_21","EU/EEA (without UK)",4.901500000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",5.214910000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","FI","Finland",13.127089270,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","FR","France",8.047101150,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","HR","Croatia",-,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","HU","Hungary",1.839774040,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","IE","Ireland",8.879896390,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","IS","Iceland",9.342264340,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","IT","Italy",1.206191690,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","LT","Lithuania",0.236597650,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","LU","Luxembourg",0.225847450,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","LV","Latvia",2.619510890,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","MT","Malta",-,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","NL","Netherlands",15.026575730,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","NO","Norway",13.025636100,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","PL","Poland",1.189723530,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","RO","Romania",0.393558750,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","SE","Sweden",13.693875420,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","SI","Slovenia",11.514755400,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","SK","Slovakia",0.940895850,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2012","UK","United Kingdom",6.915957990,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","AT","Austria",3.899735430,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","BG","Bulgaria",0.227970990,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","CY","Cyprus",0.966670540,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","CZ","Czechia",3.938369520,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","DK","Denmark",14.380608430,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","EE","Estonia",1.724159080,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","EL","Greece",0.350265880,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","ES","Spain",5.197205940,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","EUEEA30_21","EU/EEA (without UK)",4.680440000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","EUEEAUK_21","EU/EEA (with UK until 2019)",4.955932000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","FI","Finland",12.530064640,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","FR","France",6.771893490,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","HR","Croatia",-,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","HU","Hungary",1.897319030,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","IE","Ireland",8.643447490,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","IS","Iceland",6.679821290,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","IT","Italy",1.448625040,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","LT","Lithuania",0.550119130,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","LU","Luxembourg",0.176506710,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","LV","Latvia",2.634522010,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","MT","Malta",1.397759230,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","NL","Netherlands",15.188537840,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","NO","Norway",12.591711320,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","PL","Poland",1.441691210,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","RO","Romania",0.457751580,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","SE","Sweden",12.772224320,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","SI","Slovenia",12.848763410,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","SK","Slovakia",1.606491130,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2013","UK","United Kingdom",6.442994100,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","AT","Austria",3.541677870,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","BG","Bulgaria",0.275768020,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","CY","Cyprus",1.742636620,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","CZ","Czechia",3.105196860,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","DK","Denmark",12.080762460,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","EE","Estonia",0.882655110,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","EL","Greece",0.263977890,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","ES","Spain",4.742991730,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","EUEEA30_21","EU/EEA (without UK)",4.109485000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","EUEEAUK_21","EU/EEA (with UK until 2019)",4.303110000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","FI","Finland",11.985769140,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","FR","France",5.471166920,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","HR","Croatia",-,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","HU","Hungary",1.466402820,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","IE","Ireland",8.312920550,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","IS","Iceland",8.801502560,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","IT","Italy",1.384863880,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","LT","Lithuania",0.206129800,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","LU","Luxembourg",0.167091480,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","LV","Latvia",2.440626840,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","MT","Malta",4.934685700,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","NL","Netherlands",12.410433870,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","NO","Norway",11.344118630,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","PL","Poland",1.875428960,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","RO","Romania",0.318736400,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","SE","Sweden",10.985353190,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","SI","Slovenia",12.810045300,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","SK","Slovakia",1.475672720,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2014","UK","United Kingdom",5.342104820,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","AT","Austria",4.543656310,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","BG","Bulgaria",0.414099200,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","CY","Cyprus",1.073300710,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","CZ","Czechia",3.736912470,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","DK","Denmark",13.273026510,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","EE","Estonia",1.713128540,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","EL","Greece",0.495587150,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","ES","Spain",5.159192780,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","EUEEA30_21","EU/EEA (without UK)",4.553953000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","EUEEAUK_21","EU/EEA (with UK until 2019)",4.963196000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","FI","Finland",13.589119770,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","FR","France",5.675306450,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","HR","Croatia",0.552196890,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","HU","Hungary",1.833248040,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","IE","Ireland",8.851739910,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","IS","Iceland",8.851571200,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","IT","Italy",1.786045260,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","LT","Lithuania",0.831395530,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","LU","Luxembourg",0.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","LV","Latvia",4.122721720,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","MT","Malta",2.044136590,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","NL","Netherlands",14.952351670,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","NO","Norway",10.219292530,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","PL","Poland",2.592212350,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","PT","Portugal",1.292943420,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","RO","Romania",0.266950180,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","SE","Sweden",12.350481360,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","SI","Slovenia",15.118633450,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","SK","Slovakia",1.282435680,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2015","UK","United Kingdom",7.209562370,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","AT","Austria",4.675000590,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","BG","Bulgaria",0.489685790,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","CY","Cyprus",0.621715170,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","CZ","Czechia",2.827557430,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","DK","Denmark",11.833027150,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","EE","Estonia",2.142259120,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","EL","Greece",0.451429300,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","ES","Spain",4.589437370,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","EUEEA30_21","EU/EEA (without UK)",4.602405000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","EUEEAUK_21","EU/EEA (with UK until 2019)",5.202058000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","FI","Finland",13.572219590,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","FR","France",6.401202340,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","HR","Croatia",0.321436320,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","HU","Hungary",2.185725330,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","IE","Ireland",8.790183870,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","IS","Iceland",6.012379290,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","IT","Italy",2.175938420,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","LT","Lithuania",1.818920620,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","LU","Luxembourg",0.000000000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","LV","Latvia",3.035778170,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","MT","Malta",2.246521090,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","NL","Netherlands",13.795114140,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","NO","Norway",11.517977170,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","PL","Poland",2.535702240,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","PT","Portugal",1.477821710,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","RO","Romania",0.253371680,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","SE","Sweden",12.436715290,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","SI","Slovenia",12.682373390,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","SK","Slovakia",1.106150180,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2016","UK","United Kingdom",8.467851070,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","AT","Austria",5.689923750,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","BG","Bulgaria",0.464779700,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","CY","Cyprus",2.335101040,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","CZ","Czechia",3.421882000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","DK","Denmark",12.290762450,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","EE","Estonia",3.239593520,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","EL","Greece",0.470322290,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","ES","Spain",6.066538010,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","EUEEA30_21","EU/EEA (without UK)",5.026807000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","EUEEAUK_21","EU/EEA (with UK until 2019)",5.517271000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","FI","Finland",13.384387200,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","FR","France",6.499732080,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","HR","Croatia",0.371574290,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","HU","Hungary",2.581119130,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","IE","Ireland",9.438238050,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","IS","Iceland",8.825633980,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","IT","Italy",2.407370430,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","LT","Lithuania",2.409983430,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","LU","Luxembourg",0.196667220,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","LV","Latvia",3.556879550,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","MT","Malta",3.673230040,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","NL","Netherlands",13.214667200,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","NO","Norway",10.594586940,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","PL","Poland",3.090096040,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","PT","Portugal",2.619159550,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","RO","Romania",0.251449420,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","SE","Sweden",12.444993090,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","SI","Slovenia",14.428297390,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","SK","Slovakia",1.848986680,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2017","UK","United Kingdom",8.172004910,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2018","AT","Austria",6.300503650,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2018","BE","Belgium",-,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2018","BG","Bulgaria",0.348570470,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2018","CY","Cyprus",1.944861940,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2018","CZ","Czechia",4.636571420,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2018","DK","Denmark",12.499178110,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2018","EE","Estonia",3.052979820,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2018","EL","Greece",0.389497110,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2018","ES","Spain",5.857438050,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2018","EUEEA30_21","EU/EEA (without UK)",5.180474000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2018","EUEEAUK_21","EU/EEA (with UK until 2019)",5.699891000,""
"Invasive pneumococcal disease","Confirmed cases","Age standardised rate","N/100000","2018","FI","Finland",12.431066780,""
